state,phone_number,international_plan,voice_mail_plan,total_day_minutes,total_day_charge,total_eve_minutes,total_eve_charge,total_night_minutes,total_night_charge,total_intl_minutes,total_intl_charge,account_length,area_code,number_vmail_messages,total_day_calls,total_eve_calls,total_night_calls,total_intl_calls,customer_service_calls
NE,0.12852098355039068,0.2791664149842102,0.11709605087833305,0.018823181360231037,0.15036860604894353,0.001139733979356412,0.019172832433184097,0.0009545820244882409,0.0006696622908676769,0.023953203171979725,0.15538421052961673,0.06885663142970586,0.0005889124030302311,0.001796772670885655,0.0010305758466887765,0.001192788114166269,0.015259941162436085,0.003981516092377822,0.012043401029107939
WY,0.12530217499838855,0.4290305192542725,0.11695316959935344,0.0013705031746902511,0.03639580297270677,0.0,0.014346645124802158,0.0229940462607073,0.05454114683410342,0.0,0.03287203501477577,0.0,0.0734007649680198,0.0004955009430242205,0.029040444544451385,0.041889621880396403,7.720191845347852e-05,0.02129042251185456,0.0
MT,0.19952415501221696,0.3821617855703378,0.1010594413222006,0.006072216818714108,0.008990773981557726,0.0010497839610713682,0.015169406418590341,0.0026979961412325975,0.04072171351508687,0.00012356650926766263,0.012505431970317653,0.0,0.03002811512899882,0.002558612404468165,0.027195739442917827,0.15862126801238038,0.011320379164079375,0.0001996146265617372,0.0
MO,0.3316561585945923,0.25414586418165447,0.14299541139810185,0.0052031051249846845,0.05700446476737597,0.02597079455258864,0.048601985817044425,0.019976659763320682,0.0140720527204535,0.0030281111976567104,0.020880084253137463,0.0007410117240508653,0.027535748672995856,0.004849811877331391,0.015087197845039075,0.0018798794420260988,0.0005900203083404442,0.025770455730557265,1.1182028748306386e-05
HI,0.036497942503336336,0.3105265602383161,0.3188942153819924,0.0007914110379730775,0.0024792469734635147,0.0,0.14865801703687628,0.004030424096705052,0.0,0.14331205285261928,0.0003402246559348718,0.0006847028020541385,0.025864033421254654,0.0047126377954942724,0.0004533076036619869,0.0004858018187678106,0.0015934116602713605,0.0,0.0006760101212788501
IL,0.21800725664432805,0.24741440070606846,0.18325255293432785,0.04071970263635148,0.02148360827917378,0.0,0.016629464504127826,0.010138479871535084,0.04348829955510789,0.00039686034551498687,0.015228871392978812,0.0,0.052308532216672844,0.015074712332620045,0.056012935942014605,0.019060919221378866,0.03660639949825037,0.021773751316532933,0.002403252603016123
NH,0.09559593485537039,0.4635509884345524,0.06672711403161811,0.03386138150509366,0.016737527049809752,0.0,0.00012750978060169034,0.001316592811853397,0.07662280957634282,0.0,0.050078973357937005,0.0,0.07789262483782428,0.0008407410531342636,0.081967088802037,0.010809394343467818,0.0,0.02387131956035743,0.0
LA,0.017661692645885362,0.058806554167808014,0.23562360449281777,0.00013611827690289806,0.0,0.2900056130506982,0.37543933887581304,0.0034545260229231225,0.0,0.01656453260425477,0.0,0.0015614648427320227,0.0,0.0,0.0,0.0,0.0007465550201647456,0.0,0.0
AZ,0.10393118767654207,0.38383255174449565,0.11419109415159409,0.0,0.01678337176845535,0.0,0.0024712861669224997,0.0016996477147590066,0.09014278982492961,0.0,0.04849774600561534,0.0,0.08782839149974757,0.0008027627559565935,0.06863258242181583,0.05295667940575524,0.00196473378283901,0.026265175080572144,0.0
OK,0.20765415146038826,0.2971634348871481,0.0676273600478821,0.00274432706533426,0.2188004642871573,0.012591686195582479,0.012082966174412374,0.0027199917861902914,0.009312175936515038,0.004201221879803625,0.005724726756235286,0.03629270507829747,0.009718558366508983,0.004166213151777215,0.005026986213189604,0.004709651903860041,0.09122049681851263,0.0057525008194254795,0.0024903811717794794
GA,0.139985071325873,0.2646484226150767,0.13538409341241306,0.013058661399986323,0.012585183565579658,0.007033289424373758,0.03550631024659988,0.01550994287935459,0.05329597789898674,0.009386665420050103,0.04433885718601698,0.006157954063179325,0.05882030295232209,0.002185546409764347,0.04209670228119901,0.1368789160442688,0.01384022725859488,0.00856228281945361,0.0007255927969071299
AK,0.12163162148771423,0.22185599165117253,0.099052878359628,0.003031464287728174,0.021136382489153834,2.6721909714430143e-05,0.032443474320109224,0.015562282936406144,0.07793809285213031,0.0,0.09358318155610942,0.0,0.09169025473542453,0.009782218284044223,0.05246365016895943,0.15192690962494318,0.0005358206908646779,0.007339054645897666,0.0
MA,0.15304989937565247,0.37373571378792037,0.18144288989682927,0.0044055089255882925,0.05344184016442444,0.006618454687554235,0.046577350959420595,0.010930079804584101,0.0118348698268628,0.00046829964097759526,0.03706630294498262,0.005938990016925809,0.037424656850217605,0.0004185615028586257,0.017983999602320107,0.036840237346242415,0.0042163161367177,0.01760602852992097,0.0
AK,0.30000405620398535,0.21105064109674837,0.19564562874867458,0.011289650142235692,0.004436171092158359,0.010664676955724517,0.03637062643389305,0.005705311798587734,0.11335035907239929,0.03769136277915993,0.0008386546733718382,0.020247217756334354,0.002276551520263404,0.002398493950679795,0.007898627403293074,0.0021020288560019986,0.00994567042950569,0.018375114228852112,0.009709156858130856
NJ,0.19041491372038163,0.2632366700192516,0.102496127195337,0.014935472079632679,0.0420881375689805,0.0007448494090822121,0.022672830198189393,0.014997554010737817,0.03752075977439264,4.281168068655979e-05,0.0150111069748239,0.053071362857455555,0.05082944540917321,0.010551547849885141,0.01857020673241966,0.0543100792119822,0.0879892166390811,0.01909182427036441,0.0014250843981427803
GA,0.23555509802581898,0.32227006609720055,0.052656343245104084,0.002176016070787952,0.0007086607016416111,0.004368490744540097,0.11083619137078737,0.012733018284245327,0.0,0.08895956299693233,0.007227601378948626,0.027323621455381884,0.04206318971829033,0.0006312162421040277,0.0,0.0038229679850674825,0.08865600984430631,0.0,1.1945838843049227e-05
MD,0.13204603123342762,0.32588593193577636,0.11261603532213922,0.015613301975897616,0.014095162153145421,0.009316537399645764,0.0033737800261266545,0.017711558765030652,0.013557524162501536,0.016432907493302704,0.002880587696768056,0.01511598853517896,0.005008869949576777,0.012811184338831015,0.0025593377016151927,0.2692777994082265,0.008608124241916417,0.008990362523137443,0.014098975137756126
AR,0.21179746884229445,0.274232497377149,0.22770702799317544,0.012674825030441502,0.009910609524558018,0.0013798384912600947,0.10476146248923815,0.013484201360108375,0.021291344563120602,0.01026097229266891,0.013504866833121371,0.007605186825694536,0.03994887704356287,0.004352258360817314,0.021780429006898,0.0028612122005457993,0.018796661642080197,0.0036502601232653578,0.0
ID,0.23942180684170136,0.28600680906905696,0.1195117880205314,0.0074097722337862874,0.03811135749143461,0.04163771948179747,0.006491542455300116,0.02298405029674763,0.006525095591813042,0.016963021623367144,0.02230229692634314,0.016169818757675706,0.008583134700818928,4.545236487560216e-05,0.0074732142456512005,0.005144604113125742,0.06752106301176208,0.07745857353900505,0.010238879235206512
WI,0.2113358502085177,0.2237265597354599,0.2391163648578584,0.001460534241135954,0.006041810336959361,0.0516339970758306,0.18034240981029992,0.020777981378066,0.007234554873777894,0.00734178030310098,0.002266005483635349,0.0,0.005748420611017191,0.016830281677283083,0.02072671202644795,0.0005041224513630721,0.00023328330499754015,0.004679331624249091,0.0
OR,0.19557489176380333,0.3426156196746015,0.1623367334745219,0.0,0.0438277244725813,0.0020899057604965117,0.09187663179567714,0.009219311706177916,0.03404904364682425,0.0,0.021310263842802223,0.0,0.046019010481264,0.004186695237167752,0.03799198185391567,0.000966199035363279,0.0,0.007935987254803207,0.0
MI,0.3539917491684474,0.44192473621707906,0.04327928172841758,0.0,0.004801731569919513,0.07081737455060191,0.005311606408590783,0.006347069860161051,0.00272383969180145,0.00766383155649078,0.019573160084144843,0.004488728463517506,8.782666512997023e-05,0.0,3.917501607465131e-06,0.007946282714033253,7.07948886132255e-05,0.030352241144134744,0.0006158277873094586
DE,0.2089032722472061,0.3760081953659374,0.1101490834003795,0.0,0.015629881777840894,0.02722638189983952,0.027012942789958905,0.038641141976015446,0.02023017123373002,0.0,0.029642002523019996,0.0,0.04727777664053472,0.015692646814425823,0.05317564023180455,0.004283651293297457,0.0,0.026127211806009683,0.0
ID,0.4517543797737798,0.22748154934741785,0.05793820160118074,0.0,0.00730615955514203,0.11711111103720812,0.0,0.040150536600387525,0.049953026483182256,0.0008249952570539171,0.0,0.0039274199229604925,0.030544405011851336,0.0008379217977535407,0.0022236567132208735,0.0008584936380269766,0.0034661185133823057,0.0050542777364821975,0.0005677470109700127
WY,0.24129571814368633,0.27358457559641414,0.062215650397221656,0.003971773148141602,0.019485660104565587,0.008640835083048715,0.0652162311791008,0.000534309637810921,0.00015475150173249738,0.005928051193874362,0.0008611142826041452,0.0014559764850704353,0.005912107041532665,0.002407289752800277,0.0007035021591993077,0.2987345912979113,0.0038031411089643535,0.002636992662089014,0.0024577292242318823
IA,0.206336542577596,0.47461347697710704,0.060716065133592324,0.0018526236701031746,0.012372444861077431,0.03839205998487468,0.050813546188350926,0.0035577911689782717,0.01229759016815422,0.0,0.025206137586615367,0.0,0.03500026193764012,0.005866213884647828,0.03617643996841687,0.006260563128600635,0.002502894426832776,0.028035348337412325,0.0
IN,0.22570702676342058,0.27325261154809993,0.12408928125472869,0.005944105009039702,0.0010580496629691968,0.03332479555811443,0.17832774470781124,0.009296268970345021,0.00027312035706962475,0.036330637605270805,0.0025958077351914658,0.028986415188010914,0.019215743546794107,0.028043007690099736,9.504251568717889e-05,0.0016209367442820354,0.026479893045235983,0.0014876431286244046,0.003871868969204943
VA,0.1769759786415696,0.15421954401392485,0.1584673925524802,0.003113056259016143,0.023522322007863108,0.317538094652469,0.019569287158342736,0.005714213253285403,0.027606530435128465,0.005983082297268818,0.020712756333582515,0.0010007484082344513,0.02276528647010516,0.007208014503095433,0.0225724533791276,0.003680379460841051,0.0012213050883727208,0.0269917886683402,0.001137766416952521
UT,0.33152097122137847,0.25651731003220396,0.11011627189078937,0.0,0.08602024287753009,0.07032327094507637,0.00899172705422071,0.0052046803881968156,0.027431952579992255,0.0,0.020009139564102097,0.006829084756436116,0.03657238706266092,0.003980861520694008,0.02659321076225062,0.0019166449019509064,0.0021416058575994368,0.005830638584917827,0.0
WY,0.5029391258405129,0.24295471166783225,0.0,0.0,0.0,0.0,0.0259959577455809,0.0,0.0,0.004289943279135912,0.0,0.0,0.018290348438818278,0.0074485625311626015,0.0,0.0,0.19808135049695716,0.0,0.0
IN,0.35914456272598516,0.4442101048253142,0.02899905466680967,0.0,0.00594846727015626,0.0676257320523014,0.0,0.002751077691505929,0.007300997725749103,0.003298387891431125,0.022045317169974665,0.0,0.0,0.0,0.0,0.0036301599353059147,0.03868232608061359,0.012858909346157217,0.0035049026186957303
CO,0.13498212875570303,0.32492960718295644,0.24627857224501204,0.0017232636445589588,0.015317560710630946,0.008601406216453741,0.14964355406963348,0.023432893937894876,0.0004319369916748037,0.03750124427593882,0.013504602544246966,0.0001174309235339729,0.007019140734456327,0.020252330469645557,0.013325846150001184,0.0014479132454959338,0.0008958517539802721,0.0005138341328971992,8.088201528541851e-05
CO,0.10131760028028958,0.5457439017436496,0.021299862880553504,0.0017598995946860171,0.0024952352415282156,0.0,0.2303814082606666,0.052118686595483514,0.0012363072479078347,0.03663746908615912,0.001445316263237292,0.0,0.0,0.002502356932900398,0.0007825776758370555,0.00021596416013508287,0.0020472333637118617,0.0,1.6180673254314675e-05
WI,0.12774791824334228,0.23148673109709875,0.16100198153078404,0.0232889050042335,0.05353867122388285,0.00857247510161578,0.034972150627354565,0.025897695719372907,0.020541334619559457,0.12023658215173222,0.006353690785959778,0.009332601789399268,0.033077712592261964,0.008698718034472804,0.016547664132199713,0.01135275529808043,0.09210992345720348,0.013561121274136249,0.0016813673173099633
OK,0.17609153023948196,0.36189795132830066,0.135666593104039,0.00536458660404086,0.018451745449214404,0.02349236942842221,0.005988513273214395,0.01181642916801414,0.05973958914300499,0.0018912815818415748,0.013298586224463858,0.006360170841316962,0.02714967499797059,0.014591934978015331,0.024067251182901518,0.09986453581876968,0.01088056951728174,0.003288960255106745,9.772686459939684e-05
ID,0.1528236553549319,0.2246099782603056,0.19640907784121528,0.02304345747345894,0.08360860679882158,0.022660555160105896,0.03690728640558079,0.021604917879599502,0.027167892368446803,0.015042129507850596,0.046490912950320214,0.05358816939344038,0.008844681318566621,0.010342173856271219,0.004858805451780499,0.011257779015310792,0.022253262897503175,0.03307369108890354,0.005412966977586697
CA,0.1795462192064688,0.42444709529177055,0.13136768007777766,0.0022835520316479567,0.007857760974055467,0.01294329061544138,0.01212336076442152,0.020225077717469522,0.07206342852568012,1.1622611108759332e-05,0.028027578866942633,0.0,0.04253418819419585,0.0017329336838404791,0.027972307916407778,0.01991309210191207,0.004485477817403229,0.01246533360345622,0.0
MN,0.10429675862166446,0.6282166120516203,0.06099621870443871,0.0036181426365179165,0.013353358956194574,0.0,0.0020080194320838004,0.0029039728461245184,0.05411896692069535,0.0,0.03278504841844721,0.0,0.039786024540486256,0.0033700032423128307,0.04310099617125262,0.006062169022166323,0.0,0.005383708435995141,0.0
SD,0.13279503698333667,0.577692141249184,0.0683474691754357,0.0038648760032559764,0.05071243004113364,0.0,0.006741765202864713,0.001971538222776254,0.01009983531216981,0.0,0.03828953895253969,0.0,0.029661347229179052,0.006865257619063041,0.03470378875276182,0.023583373974257606,0.000375275052844066,0.014296326229197982,0.0
NC,0.3042192980210661,0.27039011972626387,0.10320878756839473,0.002545394882453813,0.005563758953338989,0.1572248266596758,0.0808481874754763,0.019664468869204813,5.457302342162159e-07,0.0004335612547807909,0.029055391574289092,0.00021350736381178047,0.0004208380065245309,0.0025367499195586077,0.004584388891346478,0.001326929926946556,0.001318695391414456,0.015674099718392842,0.0007704500668262415
WA,0.302869269644992,0.3545701602277641,0.06522361258035073,0.0,0.01844949884877454,0.034577586478264935,0.0,0.14148058279447706,0.0014594077221465884,0.006295149993618738,0.04662066749357557,0.0,1.0307182461508762e-05,0.0,0.028063395454874213,0.00028138807684273355,0.0,9.897350185730977e-05,0.0
WY,0.05324457254563652,0.1906273135870946,0.2994669004015551,0.4130448786479803,0.001421578958118051,0.001213186833951598,0.0019378833316024179,0.006121397379090657,0.005739078084605827,0.008944889018734848,0.0023418539484288394,0.0017312942487168537,0.0031981109752647436,0.003403789083615558,0.0011487367118837763,8.940703426054857e-05,0.004530257725578146,0.0011246594114415428,0.0006702120724401176
MN,0.26010219955364383,0.1256367437579032,0.21354543064324152,0.059930719386398046,0.0009664388164823884,0.09147086122368901,0.005620638280887939,0.011355423509020702,0.018370508722941666,0.05495833509588214,0.004263377605246211,0.05221843277567048,0.000915489687359228,0.05232393401437602,0.0021509412137438,0.011225657627440816,0.016576756534894696,0.007533025191372501,0.010835086359805787
UT,0.26588557387410366,0.27922810898057665,0.12133598181723133,0.0003526214832641276,0.11294217652435218,0.03616385194198662,0.005597831620031136,0.0067709720467072285,0.0071375427453920035,0.0007967970101235879,0.02350604254010579,0.052303735268890046,0.010512425240976387,0.0003218356145260866,0.02908622411350499,0.005181200851187111,0.03778833741419234,0.003950887265423351,0.0011378536474253669
TX,0.18358224609731802,0.4665985103020443,0.1571959114126319,0.005233332803384775,0.00471435128755083,0.0,0.02911083682291876,0.0,0.0054370718800782975,0.0,0.01992446998284812,0.0,0.028911995271015997,0.008693393460892698,0.031762868455063424,0.020857762183430252,0.0011073767676755388,0.03686987327314707,0.0
NJ,0.14706624758995632,0.35361022879292714,0.13605643714470453,0.0,0.12752018101055076,0.008351758294965749,0.0024242118823059955,0.0023274173830980668,0.025494212002604263,0.0,0.027931614354521305,0.006556316748563124,0.04257319303924499,0.0023779299715670915,0.06319199303413542,0.03621742603904114,0.0,0.017943358061021895,0.0003574746507921935
MN,0.09215579828348393,0.40117689583317084,0.18273057941969906,0.008109513876563595,0.018905243142867418,0.005592111228978145,0.009658201754859848,0.0030150383141179893,0.0680128420966028,0.0,0.035598508113913296,0.0,0.0322786674815922,0.02112677749706499,0.048411817114272074,0.04920876775477364,0.0033559546931218403,0.020657408423779458,5.874971138910819e-06
NM,0.011577197678813914,0.6607320261217289,0.2086510989427503,0.004773756801609479,0.0004178508739006215,0.0,0.0,0.0,6.985424171691444e-05,0.0,0.06133760255971772,0.0,0.01853328115158078,0.002734542475455984,0.021011282833948965,0.007151926082874194,0.0,0.003009580235902222,0.0
NV,0.12489878705387727,0.3704995503778551,0.05485660227192798,0.0,0.015913596938211472,0.0,0.0022109780589265305,0.0,0.0792231471525991,0.0,0.06836974443383459,0.0,0.13915340070012577,0.004001271469707526,0.10318532003916377,0.012679124467744657,0.0,0.025008477036026246,0.0
HI,0.11269948807426881,0.4094382108938435,0.09219757572669884,0.009966625062729216,0.044768430927638665,0.0,0.004866908993080687,0.00010265199452955202,0.03438262689672204,0.0,0.04076211917807595,0.0,0.08493808685156755,0.005709396317880557,0.07888320112792337,0.032495950608846316,0.0,0.04878872734619492,0.0
MN,0.2581013569400124,0.19546216303750452,0.15014501575001357,0.0122261996027026,7.590833073928299e-05,0.0487223965426599,0.1664413781943227,0.023371162072443295,0.0,0.06524800778588556,0.0003127193738745794,0.03871023472804971,0.014441107486388056,3.0377875969446593e-06,0.0,0.0002467965035806467,0.022200132731604396,0.0009876457148275774,0.0033047374177942682
DC,0.10340749915952564,0.3602818356691498,0.14967554246973028,0.00026062808947649864,0.01925578120484977,0.00721045149968331,0.008909171441449894,0.002177421661108091,0.07572014194069698,0.0,0.04543196746251235,0.0,0.07300664979705122,0.00703441168833822,0.0687030656548299,0.05395694564515514,0.006133570659875459,0.018595593113391155,0.00023932284317627984
NY,0.20337552532108943,0.22029740713299686,0.19852253950711113,0.04566678824165963,0.008596078594569491,0.0926038808623931,0.12425625514493513,0.0,0.0007254263708932741,0.0030605839335514583,0.028147265178649447,0.0014577103949327927,0.0014034422313263892,0.04595615215232475,0.004046102060590318,0.0010010655240856117,0.001287390263904365,0.019248411859496217,0.00034797522549058415
MN,0.17966420174646966,0.2553081117953124,0.1440713950304669,2.260723660141011e-05,0.01720115775521322,0.20293317808353284,0.03990655028949663,0.000953426802593009,0.0227499078498264,0.0,0.0226793769674925,0.0,0.02959029146816174,0.00556916214511222,0.017933485513543686,0.03500394216608484,0.012983699017341283,0.013429506132751318,0.0
MD,0.11032715513749511,0.3098284824558046,0.2536419181741361,0.0069213901583018616,0.015325959653744854,0.00016775614243366607,0.16132104734553057,0.0,0.00908416069740755,0.003429509221819805,0.07293258218261295,0.001044353660098688,0.008566943400905582,0.015392840990711944,0.015260184702595013,0.004036247117917327,0.008140838705182231,0.004476971350664817,0.00010165890263736487
WV,0.11081373553997546,0.46884910317669043,0.08556178232160881,0.0,0.07030768814785675,0.0,0.005168082833539483,4.850569631191062e-05,0.01799203304143452,0.0,0.026871674734413896,0.012131455198591627,0.06554047771302343,0.004004948797844812,0.06385310048806062,0.034884974221005276,0.0,0.03397243808964299,0.0
OR,0.14898380511114792,0.4692302129671381,0.2155117168637624,0.00010676809035718509,0.0033165032566656173,0.0,0.0,0.0,0.0007091631009909234,0.0,0.01451506200513976,0.0004948191854489254,0.010903649640306327,0.01555817277821593,0.010648250633042733,0.10704461677451704,0.0029133961872532775,2.4097511473688156e-06,6.145365486648467e-05
